TAG_ADD,阿蘇保健所管内
TAG_ADD,またベストエフォートで対応しているため、更新が遅れる場合がありますので、ご了承ください。
TAG_ADD,公開期限と更新について
TAG_ADD,当サイトは新型コロナウイルス感染症（COVID-19）に関する最新情報を提供するために、熊本県有志が開設したものです。
TAG_ADD,熊本県
TAG_ADD,熊本県内の最新感染動向
TAG_ADD,御船保健所管内
TAG_ADD,感染拡大状況により予告なく当サイトを停止することもあります。随時、運営（Code for Kumamoto）メンバーで継続か停止を議論して進めます。
TAG_ADD,オープンデータへのリンク
TAG_ADD,東京都公式新型コロナウイルス対策サイトの仕組みを利用しています。
TAG_ADD,熊本市東区
TAG_ADD,帰国者・接触者相談 センター 相談件数(熊本県)
TAG_ADD,検査実施人数は、速報値として公開するものであり、後日確定データとして修正される場合があります
TAG_ADD,熊本市南区
TAG_ADD,【県】熊本県公式ホームページ
TAG_ADD,Makoto Sakuragi
TAG_ADD,【県】県民の皆様へ
TAG_ADD,製作者:
TAG_ADD,当サイトは新型コロナウイルス感染症 (COVID-19) に関する最新情報を提供するために、熊本県有志が開設したものです。熊本県から発表された情報を用いていますが、本サイトの運営に関しては熊本県は一切関係しておりません。
TAG_ADD,熊本市中央区
TAG_ADD,熊本県による公式情報と客観的な数値をわかりやすく伝えることで、熊本県にお住まいの方や、熊本県内に拠点を持つ企業の方、熊本県を訪れる方が、現状を把握して適切な対策を取れるようにすることを目的としています。
TAG_ADD,県検査分(熊本市を除く)
TAG_ADD,【県】事業者の皆様へ
TAG_ADD,○
TAG_ADD,有明保健所管内
TAG_ADD,不定
TAG_ADD,熊本市検査分
TAG_ADD,【県】知事からのメッセージ
TAG_ADD,当サイトは新型コロナウイルス感染症 (COVID-19) に関する最新情報を提供するために、熊本県有志が開設したものです。
TAG_ADD,熊本市北区
TAG_ADD,Code for Kumamoto
TAG_ADD,当サイトに掲載されている情報の正確性については万全を期していますが、熊本県およびサイト制作者は利用者が当サイトの情報を用いて行う一切の行為について責任を負うものではありません。
TAG_REMOVE,都内の最新感染動向
TAG_REMOVE,都内発生（※1）
TAG_REMOVE,※1: 疑い例・接触者調査
TAG_REMOVE,その他（※2）
TAG_REMOVE,※2: チャーター便・クルーズ船
TAG_REMOVE,都内
TAG_REMOVE,湖南省長沙市
TAG_REMOVE,湖北省武漢市
TAG_REMOVE,当サイトは新型コロナウイルス感染症 (COVID-19) に関する最新情報を提供するために、東京都が開設したものです。
TAG_REMOVE,東京都による公式情報と客観的な数値をわかりやすく伝えることで、東京都にお住まいの方や、東京都内に拠点を持つ企業の方、東京都を訪れる方が、現状を把握して適切な対策を取れるようにすることを目的としています。
TAG_REMOVE,当サイトに掲載されている情報の正確性については万全を期していますが、東京都は利用者が当サイトの情報を用いて行う一切の行為について責任を負うものではありません。
TAG_REMOVE,本サイトで公表しているデータは、{catalogWebsite}より誰でも自由にダウンロードが可能です。（データは順次追加予定です）
TAG_REMOVE,都民の皆様へ
TAG_REMOVE,東京都公式ホームページ
TAG_REMOVE,知事からのメッセージ
TAG_REMOVE,（注）「入院中」には、入院調整中・宿泊療養に移行した方を含む
TAG_REMOVE,（注）医療機関が保険適用で行った検査件数を含む検査実施件数は、毎週金曜日に前週木曜日から当該週水曜日までの日々の保険適用分の件数を反映して更新
TAG_REMOVE,（注）日々の速報値（医療機関が保険適用で行った検査は含まない）は、毎日更新
TAG_REMOVE,〇
TAG_REMOVE,新型コロナウイルス感染症に関する東京都の支援策
TAG_REMOVE,（注）退院者数の把握には一定の期間を要しており、確認次第数値を更新している
TAG_REMOVE,（注）「重症」は、集中治療室（ICU）等での管理又は人工呼吸器管理が必要な患者数を計上
TAG_REMOVE,東京都における滞在人口の増減
RUN,2020/05/03 11:05
TAG_REMOVE,{duration}の利用者数との相対値: {percentage}
TAG_REMOVE,{range}の利用者数*の平均値を基準としたときの相対値
TAG_REMOVE,都営地下鉄4路線の自動改札出場数
TAG_REMOVE,2月3日～2月7日の来訪者数 (※1) の平均値 (※2) を 基準としたときの相対値
TAG_REMOVE,※1) ヤフーに蓄積された位置情報データなどを元に算出した参考値
TAG_REMOVE,※2) 土・日・祝日を除く7:30~8:30の1週間平均値
TAG_REMOVE,鉄道利用者数の推移（新宿、東京、渋谷、各駅エリア）[PDF]
TAG_REMOVE,主要駅の改札通過人数の推移（東京、新宿、渋谷、池袋ほか）[内閣官房HP]（ページ下部）
RUN,2020/05/09 07:13
TAG_REMOVE,東京都
RUN,2020/05/21 13:05
TAG_ADD,県(熊本市以外)
TAG_ADD,熊本市
RUN,2020/05/21 15:24
TAG_ADD,熊本県発表の新型コロナウイルス感染症に関する情報はこちら
RUN,2020/06/09 22:57
TAG_ADD,確定日
TAG_ADD,（注）陽性者における日付は、公表日ではなく、検査により陽性が確定された日
TAG_REMOVE,公表日
TAG_REMOVE,（注）医療機関が保険適用で行った検査も含む
RUN,2020/06/20 02:28
TAG_ADD,None
TAG_ADD,※データ更新は平日(県庁稼働日)の夜間です
RUN,2020/06/20 02:29
TAG_REMOVE,None
RUN,2020/06/23 07:30
TAG_ADD,
TAG_ADD,天草保健所管内
RUN,2020/06/24 00:14
TAG_ADD,
TAG_REMOVE,
RUN,2020/07/16 22:26
TAG_ADD,
RUN,2020/07/21 23:05
TAG_ADD,
TAG_REMOVE,※退院は、保健所から報告があり、確認ができているものを反映
TAG_REMOVE,
RUN,2020/07/21 23:18
TAG_ADD,
TAG_ADD,出典: 熊本県オープンデータサイト
RUN,2020/07/21 23:20
TAG_ADD,
TAG_ADD,注記
TAG_ADD,表示期間
TAG_REMOVE,
RUN,2020/07/21 23:24
TAG_ADD,
RUN,2020/07/21 23:30
TAG_ADD,
TAG_ADD,陽性者累計数
TAG_ADD,過去7日間の平均
TAG_REMOVE,
RUN,2020/07/21 23:39
TAG_ADD,
TAG_ADD,熊本県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載
TAG_ADD,（注）陽性者における日付は、公表日ではなく、検査により陽性が確定された日
TAG_ADD,※死亡退院を含む
RUN,2020/07/21 23:41
TAG_ADD,
TAG_ADD,速報値として公開するものであり、後日確定データとして修正される場合あり
TAG_ADD,同一の対象者について複数の検体を検査する場合あり
TAG_REMOVE,
RUN,2020/07/22 23:23
TAG_ADD,（注）同一の対象者について複数の検体を検査する場合あり
TAG_ADD,（注）速報値として公開するものであり、後日確定データとして修正される場合あり
TAG_ADD,神奈川県
TAG_ADD,東京都
RUN,2020/07/23 01:26
TAG_ADD,累計相談件数
TAG_ADD,相談件数
RUN,2020/07/26 22:13
TAG_ADD,山鹿保健所管内
RUN,2020/07/26 23:41
TAG_ADD,陽性者数は件数であり、同一人物に複数回の感染がある場合、別としてカウントする
RUN,2020/07/27 22:09
TAG_ADD,確認中
TAG_ADD,菊池保健所管内
RUN,2020/07/29 00:03
TAG_ADD,八代保健所管内
RUN,2020/07/31 06:21
TAG_ADD,荒尾市
TAG_ADD,長洲町
TAG_ADD,玉名市
TAG_ADD,八代市
RUN,2020/08/01 00:14
TAG_ADD,合志市
RUN,2020/08/02 23:10
TAG_ADD,大津町
TAG_ADD,菊池市
TAG_ADD,宇城市
TAG_ADD,山鹿市
TAG_REMOVE,確認中
RUN,2020/08/03 23:20
TAG_ADD,宇土市
RUN,2020/08/04 23:53
TAG_ADD,菊陽町
RUN,2020/08/07 00:23
TAG_ADD,入院中・入院調整中
TAG_ADD,累積
TAG_ADD,無症状・軽症・中等症
TAG_REMOVE,入院中
TAG_REMOVE,軽症・<br />中等症
TAG_REMOVE,（療養期間経過を含む）
RUN,2020/08/08 07:03
TAG_ADD,南小国町
TAG_ADD,上天草市
RUN,2020/08/08 18:35
TAG_ADD,陽性患者数(公表日基準)
RUN,2020/08/10 00:11
TAG_ADD,御船町
